date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,weather_condition
,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,
2013-03-01,93.30107526881721,118.43951612903226,25.2755376344086,57.7029938172043,1319.6182795698924,59.72531424731183,5.904032258064516,1009.4129032258064,-7.478763440860215,0.031048387096774193,1.6775537634408604,Cold
2013-04-01,59.39305555555555,89.67638888888888,15.325185555555555,36.70212222222222,768.973611111111,67.38840027777778,12.412222222222223,1004.9820833333334,-4.264027777777778,0.015555555555555555,2.066388888888889,Cold
2013-05-01,80.71102150537634,116.59543010752688,20.44060430107527,37.857838709677424,783.4811827956989,89.96330994623656,21.98561827956989,999.7971774193549,6.492204301075269,0.005376344086021506,1.798454301075269,Warm
2013-06-01,81.23472222222222,100.74444444444445,12.484767777777778,31.714128055555555,1120.6710317460318,77.49559416666666,23.706388888888892,996.9066666666666,16.540833333333335,0.14680555555555555,1.2481944444444444,Warm
2013-07-01,61.91263440860215,64.93010752688171,6.544329032258065,25.244664650537633,817.5280337941628,75.90767204301075,27.271639784946238,992.8012096774194,19.896236559139783,0.2293010752688172,1.3299731182795698,Humid
2013-08-01,55.196236559139784,67.46102150537634,7.033788172043011,23.891111827956987,783.0645161290323,83.51862795698925,26.967338709677417,996.0668010752687,18.94233870967742,0.10551075268817205,1.4333333333333333,Extreme Hot
2013-09-01,70.16944444444445,82.80972222222222,6.738667777777778,42.833639166666664,985.9652777777777,53.595551666666665,20.380277777777778,1006.0826388888889,13.683055555555557,0.12236111111111111,1.1200694444444443,Extreme Hot
2013-10-01,78.91935483870968,98.94220430107528,11.881691397849462,55.15328373655914,987.7016129032259,30.100512634408602,13.42741935483871,1013.0364247311828,4.03508064516129,0.005376344086021506,1.3022849462365593,Cold
2013-11-01,59.579166666666666,81.2125,21.354532222222225,47.022896527777775,1029.513888888889,26.849022222222224,6.698333333333333,1013.776111111111,-8.468055555555555,0.0,1.9329861111111113,Cold
2013-12-01,64.90053763440861,80.36155913978494,31.315733333333334,49.7165752688172,1353.4274193548388,24.871095430107527,0.8397849462365591,1016.7747311827957,-14.672849462365592,0.0,1.9088037634408601,Cold
2014-01-01,83.44086021505376,106.69220430107528,35.244623655913976,56.131720430107535,1577.5537634408602,26.047043010752688,-0.01102150537634415,1016.7186827956989,-15.100268817204302,0.0,1.8269489247311828,Freezing
2014-02-01,122.62946428571429,137.98214285714286,35.504464285714285,60.11235119047619,1800.967261904762,25.63095238095238,-0.42008928571428567,1019.1025297619047,-11.24657738095238,0.003720238095238095,1.6948660714285713,Freezing
2014-03-01,81.09677419354838,123.39650537634408,26.56451612903226,53.431451612903224,1245.6317204301076,43.96966774193548,10.078494623655914,1010.3614247311828,-8.335887096774194,0.004435483870967742,1.8884408602150538,Cold
2014-04-01,98.91527777777779,134.80833333333334,15.480555555555556,48.90486111111111,898.0555555555555,75.54946055555556,17.334583333333335,1007.0066666666667,1.3668055555555554,0.010972222222222222,1.7902083333333334,Cold
2014-05-01,53.693010752688174,98.20497311827957,11.906854838709679,36.30913978494623,743.6827956989248,89.36048091397849,22.026209677419356,998.2958333333333,4.548790322580646,0.08548387096774195,2.10625,Warm
2014-06-01,45.62361111111111,60.333333333333336,5.365277777777778,31.28402777777778,692.2222222222223,103.06541138888889,25.14333333333333,996.9836111111111,14.635555555555555,0.10513888888888889,1.6461805555555555,Warm
2014-07-01,82.00806451612904,101.08467741935483,5.279569892473118,32.40188172043011,872.983870967742,104.38656317204301,28.358736559139782,995.4569892473119,18.03252688172043,0.07069892473118279,1.7934139784946237,Humid
2014-08-01,56.55147849462365,75.97513440860214,4.749596774193549,35.96733870967742,746.9086021505377,99.96789677419353,26.356989247311827,999.4934139784947,16.171236559139786,0.05887096774193548,1.7094086021505377,Extreme Hot
2014-09-01,60.53125,78.71597222222222,5.35,35.285833333333336,914.5833333333334,63.15538722222222,20.80125,1005.5208333333334,12.277777777777777,0.08472222222222223,1.5284722222222222,Extreme Hot
2014-10-01,101.94086021505376,128.8790322580645,6.307795698924731,55.942204301075265,1257.4596774193549,30.197580645161292,13.617069892473118,1011.3072580645162,4.661827956989248,0.028897849462365593,1.4233198924731183,Cold
2014-11-01,72.90541666666667,111.00138888888888,16.97861111111111,55.499583333333334,1350.5555555555554,26.33652777777778,6.360694444444444,1016.6444444444444,-7.635833333333333,0.0,1.7271527777777778,Cold
2014-12-01,50.73521505376344,86.71774193548387,23.07930107526882,47.354838709677416,1156.3844086021504,29.237903225806452,-0.5705645161290323,1021.8034946236559,-17.585483870967742,0.0,2.3918682795698922,Freezing
2015-01-01,88.15510752688172,109.00994623655914,28.357526881720432,62.57056451612903,1614.1129032258063,24.70994623655914,-0.6255376344086021,1018.2479838709677,-15.133602150537634,0.00040322580645161296,1.7433467741935484,Freezing
2015-02-01,84.15029761904762,106.15773809523809,22.59970238095238,44.343005952380956,1261.830357142857,39.995535714285715,1.535267857142857,1014.8842261904762,-14.292559523809524,0.007589285714285714,2.0285714285714285,Cold
2015-03-01,77.63104838709677,135.3155913978495,18.822849462365593,47.336021505376344,1133.266129032258,52.94704301075269,8.745810931899642,1011.7655689964157,-11.446236559139784,0.0,2.037836021505376,Cold
2015-04-01,60.27916666666667,96.35416666666667,6.1305555555555555,36.0875,679.0972222222223,75.54348027777777,15.674583333333334,1005.8761111111111,-0.17000000000000004,0.03777777777777778,2.0753472222222222,Cold
2015-05-01,53.557795698924735,86.98655913978494,6.018817204301075,28.232526881720432,635.752688172043,87.00797338709677,21.391129032258064,998.5938172043011,5.40497311827957,0.052822580645161286,2.1202956989247315,Warm
2015-06-01,57.75277777777777,74.50833333333334,4.530555555555555,25.175,725.9722222222223,87.66458250000001,24.585833333333333,995.6295833333334,13.31638888888889,0.10333333333333333,1.8347916666666668,Warm
2015-07-01,56.17338709677419,66.66129032258064,4.243279569892473,23.262096774193548,604.5698924731183,95.21713870967741,26.248387096774195,996.6532258064516,17.975940860215054,0.36451612903225805,1.6008064516129032,Extreme Hot
